sample_uid	A1er	A4	A1dh	A1es	1262024_A	A4.3	A1eu	1262016_A	70961_A	1262017_A	C1d	C15	C27	C31	C1	C17d	C42.2	C21	C1ag	C1b	C15ci	C3	C15cj	C31a	C3cg	C15n	C15cl	C31.1	C21ac	C1u	38811_C	C3cw	C15ce	C1c	C15cf	C15cm	C15ck	C15cc	C15ch	C15l	10479_C	C17e	C31f	70878_C	70881_C	C31.9	70830_C	C27a	C3db	70897_C	C15hd	C31.10	70846_C	70831_C	63355_C	C1df	70889_C	C31b	735_C	18895_C	C1w	70896_C	C31g	70941_C	C1k	1180311_C	C1bi	C1bo	70943_C	C1al	70890_C	70840_C	70894_C	25912_C	70888_C	70942_C	C72k	96406_C	C15bp	21374_C	456029_C	42607_C	C31i	526_C	70847_C	70933_C	70895_C	C3ew	C31h	70884_C	C15h	C115k	70921_C	70885_C	25903_C	C3.14	C17	C1au	25920_C	42529_C	68547_C	C42ax	70828_C	C17f	C42ay	4134_C	70829_C	70849_C	C21aj	70928_C	C45c	1262012_C	C1cu	70898_C	70899_C	70887_C	834_C	25922_C	C1bk	1180297_C	25908_C	38356_C	C27d	70939_C	70906_C	33421_C	114_C	70821_C	526322_C	70994_C	70841_C	566_C	C115l	70954_C	849_C	529_C	1180312_C	C42ap	90964_C	151648_C	21767_C	43271_C	21508_C	456159_C	C3cy	518224_C	466407_C	25944_C	481462_C	C15bc	456034_C	70908_C	1262019_C	355_C	1180377_C	21077_C	C41p	748485_C	1262011_C	702396_C	70844_C	17032_C	1180313_C	5429_C	21059_C	C93a	71013_C	70826_C	1251387_C	21513_C	42603_C	21062_C	1180378_C	C93b	90603_C	22044_C	502462_C	C1j	563_C	1180315_C	209_C	1262013_C	21064_C	1262018_C	70992_C	274459_C	C15aj	70956_C	127171_C	67859_C	70823_C	110_C	4687_C	61501_C	456449_C	70949_C	1262015_C	10834_C	C21ad	71566_C	502547_C	C15.8	991_C	266813_C	374232_C	372_C	1262014_C	70892_C	329_C	9922_C	C21ap	C15k	70929_C	70886_C	70848_C	C21.16	374218_C	C15i	70922_C	10255_C	148266_C	C15dn	67866_C	20900_C	459329_C	22764_C	307_C	21930_C	70910_C	42605_C	115_C	C3u	70927_C	456066_C	70912_C	C21k	1262023_C	1408_C	25895_C	21711_C	138_C	25899_C	15530_C	1262022_C	70907_C	137_C	70843_C	1180381_C	23471_C	70925_C	25946_C	21507_C	363_C	374093_C	C1ci	C15ah	756471_C	7153_C	460791_C	532954_C	374144_C	C1t	1246526_C	C15az	1262020_C	545809_C	459079_C	70913_C	1249193_C	33121_C	1262021_C	516651_C	68728_C	507229_C	72458_C	C1bc	2694_C	925833_C	C3.12	262177_C	70926_C	D1	D4	D6	D1ab	D3h	D17d	D17j	70903_D	38566_D	10614_D	70934_D	D17e	D17l	D17c	D1r	D5m	D4d	D17k	70916_D	455369_D	946_D	10616_D	10612_D	455147_D	455581_D	26782_D	19424_D	D17p	945_D	938_D	470665_D	D17o	949_D	16273_D	258977_D	10198_D	1668_D	D1h	13070_D	13996_D	1246815_D
113120	0	0	0	0	0	0	0	0	0	0	0	8775	0	0	0	0	0	0	0	0	817	0	516	0	0	488	743	0	0	0	298	0	292	0	370	254	393	744	254	348	164	0	0	185	170	0	0	0	0	172	118	0	0	0	183	0	0	0	0	0	0	118	0	102	0	0	0	0	0	0	0	0	102	0	130	0	0	0	0	110	0	0	0	0	0	0	104	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	101	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112998	0	0	0	0	0	0	0	0	0	0	0	8929	0	0	0	0	0	0	0	0	986	0	754	0	0	684	495	0	0	0	403	0	456	0	326	280	450	613	281	374	217	0	0	215	235	0	0	0	0	164	144	0	0	0	154	0	0	0	0	0	0	138	0	122	0	0	0	0	0	0	0	0	98	0	104	0	0	0	0	99	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113143	0	0	0	0	0	0	0	0	0	0	0	14143	0	0	0	0	0	0	0	0	1475	0	847	0	0	1049	678	0	0	0	679	0	592	0	532	501	587	855	512	571	403	0	0	0	182	0	0	0	0	186	201	0	0	0	183	0	0	0	187	168	0	295	0	155	0	0	0	0	171	0	0	0	165	0	199	0	0	0	274	187	0	0	0	0	0	0	195	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113200	0	0	0	0	0	0	0	0	0	0	0	13797	0	0	0	0	0	0	0	0	1524	0	907	0	0	918	910	0	0	0	760	0	655	0	722	528	718	1304	456	583	259	0	0	223	280	0	0	0	0	0	195	0	0	0	266	0	0	0	165	0	0	209	0	163	0	0	0	0	0	0	0	0	153	0	184	0	0	0	0	160	0	0	0	165	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113075	0	0	0	0	0	0	0	0	0	0	0	12483	0	0	0	0	0	0	0	0	1215	0	749	0	0	812	635	0	0	0	629	0	552	0	466	416	532	690	411	506	288	0	0	155	168	0	0	0	0	181	175	0	0	0	201	0	0	0	143	123	0	266	0	153	0	0	0	0	137	0	0	0	125	0	146	0	0	0	229	147	0	0	0	0	0	0	151	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	142	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113000	0	0	0	0	0	0	0	0	0	0	0	14160	0	0	0	0	0	0	0	0	1559	0	957	0	0	1032	987	0	0	0	823	0	655	0	552	467	641	1205	473	512	327	0	0	255	272	0	0	0	0	216	203	0	0	0	207	0	0	0	0	157	0	213	0	182	0	0	0	0	0	0	0	0	160	0	200	0	0	0	0	185	0	0	0	174	0	0	202	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113135	0	0	0	0	0	0	0	0	0	0	0	10996	0	0	0	0	0	0	0	0	1126	0	914	0	0	788	411	0	0	0	553	0	537	0	369	541	466	608	349	442	303	0	0	203	160	0	0	0	0	175	164	0	0	0	252	0	0	0	0	0	0	259	0	191	0	0	0	0	0	0	0	0	120	0	140	0	0	0	161	129	0	0	0	0	0	0	136	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	162	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113079	0	0	0	0	0	0	0	0	0	0	0	10436	0	0	0	0	0	0	0	0	1061	0	760	0	0	760	431	0	0	0	557	0	420	0	370	444	464	505	353	426	263	0	0	217	231	0	0	0	0	129	162	0	0	0	216	0	0	0	145	0	0	200	0	189	0	0	0	0	118	0	0	0	131	0	122	0	0	0	154	126	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113140	0	0	0	0	0	0	0	0	0	0	0	8992	0	0	0	0	0	0	0	0	940	0	803	0	0	641	583	0	0	0	412	0	371	0	326	389	374	667	295	327	241	0	0	120	191	0	0	0	0	162	132	0	0	0	114	0	0	0	109	0	0	137	0	157	0	0	0	0	99	0	0	0	105	0	137	0	0	0	0	110	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	115	0	0	0	0	0	119	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113179	0	0	0	0	0	0	0	0	0	0	0	12395	0	0	0	0	0	0	0	0	1456	0	968	0	0	969	625	0	0	0	646	0	648	0	522	582	617	775	496	614	239	0	0	0	213	0	0	0	0	210	210	0	0	0	280	0	0	0	171	0	0	247	0	0	0	0	0	0	148	0	0	0	166	0	177	0	0	0	244	129	0	0	0	167	0	0	172	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	177	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113168	0	0	0	0	0	0	0	0	0	0	0	10499	0	0	0	0	0	0	0	0	1220	0	957	0	0	760	727	0	0	0	550	0	524	0	410	389	645	857	343	444	151	0	0	160	220	0	0	0	0	174	156	0	0	0	202	0	0	0	147	0	0	169	0	0	0	0	0	0	100	0	0	0	123	0	150	0	0	0	0	125	0	0	0	152	0	0	149	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	118	0	0	0	0	0	142	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113123	0	0	0	0	0	0	0	0	0	0	0	9941	0	0	0	0	0	0	0	0	1042	0	448	0	0	517	216	0	0	0	364	0	481	0	425	155	313	470	334	549	265	0	0	229	255	0	0	0	0	147	173	0	0	0	0	0	0	0	165	182	0	146	0	82	0	599	0	0	123	0	0	0	105	0	130	0	0	0	144	106	0	0	0	280	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	82	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113157	0	0	0	0	0	0	0	0	0	0	0	12254	0	0	0	0	0	0	0	0	1631	0	1127	0	0	963	364	0	0	0	353	0	600	0	480	345	408	591	414	585	407	0	0	254	265	0	0	0	0	230	292	0	0	0	182	0	0	0	195	0	0	235	0	0	0	949	0	0	108	0	0	0	166	0	195	0	0	0	313	162	0	0	0	0	0	0	218	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	144	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113127	0	0	0	0	0	0	0	0	0	0	0	11869	0	0	0	0	0	0	0	0	1425	0	918	0	0	809	391	0	0	0	457	0	522	0	400	292	406	597	415	524	395	0	0	300	414	0	0	0	0	265	287	0	0	0	165	0	0	0	178	207	0	197	0	120	0	804	0	0	159	0	0	0	154	0	167	0	0	0	205	152	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113072	0	0	0	0	0	0	0	0	0	0	0	9746	0	0	0	0	0	0	0	0	1189	0	761	0	0	683	306	0	0	0	330	0	451	0	355	226	316	498	349	463	315	0	0	242	296	0	0	0	0	116	246	0	0	0	113	0	0	0	147	167	0	198	0	109	0	671	0	0	125	0	0	0	124	0	147	0	0	0	231	118	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113073	0	0	0	0	0	0	0	0	0	0	0	6163	0	0	0	0	0	0	0	0	836	0	580	0	0	451	192	0	0	0	189	0	322	0	226	182	259	286	192	246	225	0	0	192	255	0	0	0	0	143	116	0	0	0	116	0	0	0	105	109	0	117	0	87	0	434	0	0	79	0	0	0	72	0	99	0	0	0	162	97	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112960	0	0	0	0	0	0	0	0	0	0	0	7290	0	0	0	0	0	0	0	0	1000	0	502	0	0	540	195	0	0	0	276	0	331	0	288	161	293	336	239	371	243	0	0	185	205	0	0	0	0	142	191	0	0	0	96	0	0	0	123	119	0	121	0	73	0	476	0	0	79	0	0	0	104	0	118	0	0	0	126	123	0	0	0	109	0	0	130	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	73	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112992	0	0	4	0	0	0	0	0	0	0	0	8906	0	0	0	0	0	0	0	0	1028	0	920	0	0	645	249	0	0	0	252	0	362	0	264	293	311	416	288	379	350	0	0	279	324	0	0	0	0	89	194	0	0	0	183	0	0	0	151	169	0	157	0	128	0	680	0	0	102	0	0	0	127	0	130	0	0	0	205	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	140	0	132	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112981	0	0	0	0	0	0	0	0	0	0	0	13130	0	0	0	0	0	0	0	0	1674	0	1192	0	0	924	384	0	0	0	469	0	628	0	452	409	454	573	438	577	480	0	0	263	404	0	0	0	0	176	317	0	0	0	188	0	0	0	261	245	0	237	0	186	0	966	0	0	184	0	0	0	190	0	203	0	0	0	343	172	0	0	0	168	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
